name,review_count,rating,distance,price,location.address1,station latitude,station longitude,number of bikes,station id
Fogo de Chão Brazilian Steakhouse,177,8.0,273.32701755845443,4.0,11915 Democracy Dr,38.95534,-77.357611,3.0,27
Open Road Distilling,4,10.0,493.7534423244018,,1871 Fountain Dr,38.95534,-77.357611,3.0,27
Ted's Bulletin,914,7.0,399.91333514276045,2.0,11948 Market St,38.95534,-77.357611,3.0,27
Pisco y Nazca Reston,56,9.0,172.7793805378087,,1871 Explorer St,38.959633,-77.358741,6.0,28
Makers Union Pub for the People,293,9.0,152.00110879689998,2.0,1812 Library St,38.959633,-77.358741,6.0,28
Barcelona Reston,961,8.0,255.29796116970527,2.0,12023 Town Square St,38.959633,-77.358741,6.0,28
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,217.5516436574723,2.0,11927 Democracy Dr,38.959633,-77.358741,6.0,28
North Italia- Reston,371,8.0,211.68931801546753,2.0,11898 Market St,38.959633,-77.358741,6.0,28
True Food Kitchen,165,9.0,253.02172060980425,2.0,11901 Democracy Dr,38.959633,-77.358741,6.0,28
Not Your Average Joe's,797,8.0,342.8377818757343,2.0,1845 Fountain Dr,38.959633,-77.358741,6.0,28
Taste of Istanbul,84,9.0,166.69382928643404,2.0,1862 Explorer St,38.959633,-77.358741,6.0,28
Open Road Distilling,4,10.0,186.4062868053505,,1871 Fountain Dr,38.959633,-77.358741,6.0,28
JINYA Ramen Bar - Reston,535,9.0,142.73857787787745,2.0,11964 Market St,38.959633,-77.358741,6.0,28
PassionFish Reston,956,8.0,187.8918573913296,3.0,11960 Democracy Dr,38.959633,-77.358741,6.0,28
bartaco - Reston,1915,8.0,240.80935842720322,2.0,12021 Town Sq St,38.959633,-77.358741,6.0,28
The Capital Burger,132,8.0,283.9002551743793,2.0,11853 Market St,38.959633,-77.358741,6.0,28
Little Beast,112,8.0,691.0183283260992,2.0,12100 Sunset Hills Rd,38.959633,-77.358741,6.0,28
Ted's Bulletin,914,7.0,88.97498853410703,2.0,11948 Market St,38.959633,-77.358741,6.0,28
Mason's Famous Lobster Rolls - Reston,186,8.0,219.4559989007376,2.0,11939 Democracy Dr,38.959633,-77.358741,6.0,28
Tiki Thai,309,8.0,649.9672313294607,2.0,12100 Sunset Hills Rd,38.959633,-77.358741,6.0,28
Fogo de Chão Brazilian Steakhouse,177,8.0,214.2944668841884,4.0,11915 Democracy Dr,38.959633,-77.358741,6.0,28
Heirloom - Reston,1,10.0,186.4062868053505,,1871 Fountain Dr,38.959633,-77.358741,6.0,28
PokeHub,199,8.0,211.83419765761394,2.0,11990 Market St,38.959633,-77.358741,6.0,28
Eve's Garden Lounge & Bar,58,9.0,774.7405199438884,,11207 Reston Station Blvd,38.951443,-77.340377,1.0,29
Founding Farmers Reston Station,1114,7.0,334.3609168670571,3.0,1904 Reston Metro Plaza Dr,38.951443,-77.340377,1.0,29
Big Buns Damn Good Burgers,123,9.0,313.2839545262934,2.0,1908 Reston Metro Plz,38.951443,-77.340377,1.0,29
Taco Zocalo,444,9.0,625.3020558979998,2.0,1810 Michael Faraday Dr,38.951443,-77.340377,1.0,29
Pupatella,140,7.0,476.93148086337703,2.0,1821 Wiehle Ave,38.951443,-77.340377,1.0,29
Matchbox - Reston Station,66,7.0,409.3561768434691,2.0,1900 Reston Metro Plz,38.951443,-77.340377,1.0,29
Davio's Northern Italian Steakhouse,57,7.0,395.1698524660224,,1902 Reston Metro Plz,38.951443,-77.340377,1.0,29
Sweet Leaf,25,8.0,310.3178968657018,,1908 Reston Metro Plz,38.951443,-77.340377,1.0,29
Suzy Deli,39,9.0,500.7235898021376,1.0,11260 Roger Bacon Dr,38.951443,-77.340377,1.0,29
On A Roll,12,8.0,1048.9988855994043,1.0,11111 Sunset Hills Rd,38.951443,-77.340377,1.0,29
Cosmos Cafe,13,9.0,630.6084826167238,1.0,1850 Centennial Park Dr,38.951443,-77.340377,1.0,29
Savage Burrito,22,6.0,466.8154925024009,,,38.951443,-77.340377,1.0,29
Bonchon,44,8.0,732.8978034752231,,11652 Plaza America Dr,38.951443,-77.340377,1.0,29
SAAO Thai & Sushi,49,9.0,901.0273079918483,2.0,11730 Plaza America Dr,38.951443,-77.340377,1.0,29
Grill Kabob Reston,89,7.0,790.4748796891587,2.0,11688 Plaza America Dr,38.951443,-77.340377,1.0,29
Deli On the Square,22,8.0,325.4433638714532,1.0,1930 Isaac Newton Sq W,38.951443,-77.340377,1.0,29
Zaina's Deli and Cafe,18,9.0,1194.3500386449878,1.0,11190 Sunrise Valley Dr,38.951443,-77.340377,1.0,29
MOD Pizza,169,7.0,702.351578385015,1.0,11642 Plaza America Dr,38.951443,-77.340377,1.0,29
Bike Lane Brewing and Cafe,16,8.0,936.4237648075898,1.0,11150 Sunset Hills Rd,38.951443,-77.340377,1.0,29
Veloce Deli,0,0.0,809.9954112195753,,1900 Campus Commons Dr,38.951443,-77.340377,1.0,29
Makers Union Pub for the People,293,9.0,479.2424676440299,2.0,1812 Library St,38.960084,-77.353414,5.0,30
Pisco y Nazca Reston,56,9.0,611.6575395643736,,1871 Explorer St,38.960084,-77.353414,5.0,30
Not Your Average Joe's,797,8.0,144.63513013229198,2.0,1845 Fountain Dr,38.960084,-77.353414,5.0,30
North Italia- Reston,371,8.0,296.1947108190041,2.0,11898 Market St,38.960084,-77.353414,5.0,30
Barcelona Reston,961,8.0,691.1776088265682,2.0,12023 Town Square St,38.960084,-77.353414,5.0,30
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,561.0442760938021,2.0,11927 Democracy Dr,38.960084,-77.353414,5.0,30
True Food Kitchen,165,9.0,427.6257107281584,2.0,11901 Democracy Dr,38.960084,-77.353414,5.0,30
The Capital Burger,132,8.0,322.7949489934383,2.0,11853 Market St,38.960084,-77.353414,5.0,30
Taste of Istanbul,84,9.0,628.152056285069,2.0,1862 Explorer St,38.960084,-77.353414,5.0,30
JINYA Ramen Bar - Reston,535,9.0,594.1005810882697,2.0,11964 Market St,38.960084,-77.353414,5.0,30
Open Road Distilling,4,10.0,277.533585046341,,1871 Fountain Dr,38.960084,-77.353414,5.0,30
PassionFish Reston,956,8.0,606.143772656306,3.0,11960 Democracy Dr,38.960084,-77.353414,5.0,30
Little Beast,112,8.0,1070.3510702460885,2.0,12100 Sunset Hills Rd,38.960084,-77.353414,5.0,30
bartaco - Reston,1915,8.0,675.2616127859793,2.0,12021 Town Sq St,38.960084,-77.353414,5.0,30
Heirloom - Reston,1,10.0,277.533585046341,,1871 Fountain Dr,38.960084,-77.353414,5.0,30
Mason's Famous Lobster Rolls - Reston,186,8.0,590.4123994368074,2.0,11939 Democracy Dr,38.960084,-77.353414,5.0,30
Ted's Bulletin,914,7.0,448.1345123887348,2.0,11948 Market St,38.960084,-77.353414,5.0,30
Fogo de Chão Brazilian Steakhouse,177,8.0,483.1509183092439,4.0,11915 Democracy Dr,38.960084,-77.353414,5.0,30
Tiki Thai,309,8.0,1033.0218871934076,2.0,12100 Sunset Hills Rd,38.960084,-77.353414,5.0,30
PokeHub,199,8.0,671.5960799777898,2.0,11990 Market St,38.960084,-77.353414,5.0,30
Pisco y Nazca Reston,56,9.0,178.10368079066504,,1871 Explorer St,38.957037,-77.359718,9.0,31
Makers Union Pub for the People,293,9.0,176.80678814863634,2.0,1812 Library St,38.957037,-77.359718,9.0,31
Barcelona Reston,961,8.0,169.3861463461077,2.0,12023 Town Square St,38.957037,-77.359718,9.0,31
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,89.44358059757789,2.0,11927 Democracy Dr,38.957037,-77.359718,9.0,31
True Food Kitchen,165,9.0,223.60890968933924,2.0,11901 Democracy Dr,38.957037,-77.359718,9.0,31
Taste of Istanbul,84,9.0,253.71199440137934,2.0,1862 Explorer St,38.957037,-77.359718,9.0,31
North Italia- Reston,371,8.0,348.0770157970705,2.0,11898 Market St,38.957037,-77.359718,9.0,31
PassionFish Reston,956,8.0,139.59070553780083,3.0,11960 Democracy Dr,38.957037,-77.359718,9.0,31
JINYA Ramen Bar - Reston,535,9.0,213.50833486791387,2.0,11964 Market St,38.957037,-77.359718,9.0,31
Little Beast,112,8.0,429.07982472017744,2.0,12100 Sunset Hills Rd,38.957037,-77.359718,9.0,31
Not Your Average Joe's,797,8.0,568.7520107916868,2.0,1845 Fountain Dr,38.957037,-77.359718,9.0,31
bartaco - Reston,1915,8.0,163.01938871982017,2.0,12021 Town Sq St,38.957037,-77.359718,9.0,31
Tiki Thai,309,8.0,391.288143864192,2.0,12100 Sunset Hills Rd,38.957037,-77.359718,9.0,31
The Capital Burger,132,8.0,331.88563604226965,2.0,11853 Market St,38.957037,-77.359718,9.0,31
Mason's Famous Lobster Rolls - Reston,186,8.0,82.03229672182849,2.0,11939 Democracy Dr,38.957037,-77.359718,9.0,31
Cooper's Hawk Winery & Restaurant - Reston,667,8.0,576.6014406103614,2.0,12130 Sunset Hills Rd,38.957037,-77.359718,9.0,31
Mon Ami Gabi,882,7.0,117.67888164442824,3.0,11950 Democracy Dr,38.957037,-77.359718,9.0,31
Fogo de Chão Brazilian Steakhouse,177,8.0,158.69510628073053,4.0,11915 Democracy Dr,38.957037,-77.359718,9.0,31
Crafthouse,169,7.0,119.04664563855283,2.0,1888 Explorer St,38.957037,-77.359718,9.0,31
Open Road Distilling,4,10.0,401.8952828226819,,1871 Fountain Dr,38.957037,-77.359718,9.0,31
Makers Union Pub for the People,293,9.0,314.0129243649134,2.0,1812 Library St,38.960574,-77.356324,5.0,32
Pisco y Nazca Reston,56,9.0,402.83270910569627,,1871 Explorer St,38.960574,-77.356324,5.0,32
Not Your Average Joe's,797,8.0,117.55485563778785,2.0,1845 Fountain Dr,38.960574,-77.356324,5.0,32
North Italia- Reston,371,8.0,186.75164108051038,2.0,11898 Market St,38.960574,-77.356324,5.0,32
Barcelona Reston,961,8.0,485.9479579650399,2.0,12023 Town Square St,38.960574,-77.356324,5.0,32
True Food Kitchen,165,9.0,333.05837542203506,2.0,11901 Democracy Dr,38.960574,-77.356324,5.0,32
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,401.3590663773327,2.0,11927 Democracy Dr,38.960574,-77.356324,5.0,32
Open Road Distilling,4,10.0,98.89512265828047,,1871 Fountain Dr,38.960574,-77.356324,5.0,32
Taste of Istanbul,84,9.0,398.80264295731234,2.0,1862 Explorer St,38.960574,-77.356324,5.0,32
The Capital Burger,132,8.0,276.8489282437178,2.0,11853 Market St,38.960574,-77.356324,5.0,32
JINYA Ramen Bar - Reston,535,9.0,375.87276614056174,2.0,11964 Market St,38.960574,-77.356324,5.0,32
PassionFish Reston,956,8.0,409.9275141082068,3.0,11960 Democracy Dr,38.960574,-77.356324,5.0,32
bartaco - Reston,1915,8.0,470.7947546976994,2.0,12021 Town Sq St,38.960574,-77.356324,5.0,32
Heirloom - Reston,1,10.0,98.89512265828047,,1871 Fountain Dr,38.960574,-77.356324,5.0,32
Little Beast,112,8.0,908.834487565411,2.0,12100 Sunset Hills Rd,38.960574,-77.356324,5.0,32
Ted's Bulletin,914,7.0,257.34056068256973,2.0,11948 Market St,38.960574,-77.356324,5.0,32
Mason's Famous Lobster Rolls - Reston,186,8.0,419.2023256993305,2.0,11939 Democracy Dr,38.960574,-77.356324,5.0,32
Fogo de Chão Brazilian Steakhouse,177,8.0,349.66436735804393,4.0,11915 Democracy Dr,38.960574,-77.356324,5.0,32
Tiki Thai,309,8.0,868.6191287393332,2.0,12100 Sunset Hills Rd,38.960574,-77.356324,5.0,32
Cooper's Hawk Winery & Restaurant - Reston,667,8.0,1045.0120001303146,2.0,12130 Sunset Hills Rd,38.960574,-77.356324,5.0,32
Makers Union Pub for the People,293,9.0,687.7146581695835,2.0,1812 Library St,38.955079,-77.351649,5.0,33
Pisco y Nazca Reston,56,9.0,837.820812633471,,1871 Explorer St,38.955079,-77.351649,5.0,33
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,709.7430496639848,2.0,11927 Democracy Dr,38.955079,-77.351649,5.0,33
Not Your Average Joe's,797,8.0,674.7606761629044,2.0,1845 Fountain Dr,38.955079,-77.351649,5.0,33
True Food Kitchen,165,9.0,564.4372367975117,2.0,11901 Democracy Dr,38.955079,-77.351649,5.0,33
North Italia- Reston,371,8.0,595.8701373628733,2.0,11898 Market St,38.955079,-77.351649,5.0,33
Barcelona Reston,961,8.0,880.4533457036822,2.0,12023 Town Square St,38.955079,-77.351649,5.0,33
The Capital Burger,132,8.0,511.7421177549438,2.0,11853 Market St,38.955079,-77.351649,5.0,33
Taste of Istanbul,84,9.0,899.7344045275629,2.0,1862 Explorer St,38.955079,-77.351649,5.0,33
My Home Thai Bistro,324,9.0,768.2316984424326,2.0,11830 Sunrise Valley Dr,38.955079,-77.351649,5.0,33
SAAO Thai & Sushi,49,9.0,215.82354261259837,2.0,11730 Plaza America Dr,38.955079,-77.351649,5.0,33
PassionFish Reston,956,8.0,806.4421479054107,3.0,11960 Democracy Dr,38.955079,-77.351649,5.0,33
Open Road Distilling,4,10.0,668.821353857932,,1871 Fountain Dr,38.955079,-77.351649,5.0,33
JINYA Ramen Bar - Reston,535,9.0,848.7499639963717,2.0,11964 Market St,38.955079,-77.351649,5.0,33
bartaco - Reston,1915,8.0,868.071648062976,2.0,12021 Town Sq St,38.955079,-77.351649,5.0,33
Fogo de Chão Brazilian Steakhouse,177,8.0,635.5861933408588,4.0,11915 Democracy Dr,38.955079,-77.351649,5.0,33
The Melting Pot,405,7.0,228.7478723207647,3.0,11730 Plaza America Dr,38.955079,-77.351649,5.0,33
Mason's Famous Lobster Rolls - Reston,186,8.0,746.0409408888606,2.0,11939 Democracy Dr,38.955079,-77.351649,5.0,33
Super Chicken,81,8.0,778.940846255032,,11830 Sunrise Valley Dr,38.955079,-77.351649,5.0,33
Ted's Bulletin,914,7.0,718.701932532635,2.0,11948 Market St,38.955079,-77.351649,5.0,33
Pisco y Nazca Reston,56,9.0,460.9216390661273,,1871 Explorer St,38.962524,-77.361902,10.0,34
Makers Union Pub for the People,293,9.0,557.8975569145109,2.0,1812 Library St,38.962524,-77.361902,10.0,34
Barcelona Reston,961,8.0,489.6161533752633,2.0,12023 Town Square St,38.962524,-77.361902,10.0,34
Taste of Istanbul,84,9.0,384.96987309059654,2.0,1862 Explorer St,38.962524,-77.361902,10.0,34
Jackson's Mighty Fine Food and Lucky Lounge,1486,8.0,587.3684307167273,2.0,11927 Democracy Dr,38.962524,-77.361902,10.0,34
Not Your Average Joe's,797,8.0,637.883264479831,2.0,1845 Fountain Dr,38.962524,-77.361902,10.0,34
True Food Kitchen,165,9.0,672.5413665977687,2.0,11901 Democracy Dr,38.962524,-77.361902,10.0,34
North Italia- Reston,371,8.0,618.1308435547284,2.0,11898 Market St,38.962524,-77.361902,10.0,34
JINYA Ramen Bar - Reston,535,9.0,428.093436220587,2.0,11964 Market St,38.962524,-77.361902,10.0,34
Little Beast,112,8.0,874.2789310967042,2.0,12100 Sunset Hills Rd,38.962524,-77.361902,10.0,34
bartaco - Reston,1915,8.0,488.0144780368048,2.0,12021 Town Sq St,38.962524,-77.361902,10.0,34
The Capital Burger,132,8.0,701.8595417645487,2.0,11853 Market St,38.962524,-77.361902,10.0,34
PassionFish Reston,956,8.0,500.1504759779397,3.0,11960 Democracy Dr,38.962524,-77.361902,10.0,34
Knossos Restaurant,30,10.0,702.5437976025198,2.0,150 Elden St,38.962524,-77.361902,10.0,34
Cooper's Hawk Winery & Restaurant - Reston,667,8.0,948.7725801879877,2.0,12130 Sunset Hills Rd,38.962524,-77.361902,10.0,34
Cantina D'italia,299,8.0,702.5437976025198,2.0,150 Elden St,38.962524,-77.361902,10.0,34
Tiki Thai,309,8.0,835.7203718750826,2.0,12100 Sunset Hills Rd,38.962524,-77.361902,10.0,34
Open Road Distilling,4,10.0,556.0312388918637,,1871 Fountain Dr,38.962524,-77.361902,10.0,34
Wooboi Hot Chicken,830,9.0,1109.5676266299295,2.0,139 Spring St,38.962524,-77.361902,10.0,34
PokeHub,199,8.0,396.8009159843329,2.0,11990 Market St,38.962524,-77.361902,10.0,34
American Prime,151,8.0,303.8565085056198,3.0,1420 Spring Hill Rd,38.932636,-77.231825,7.0,35
North Italia - McLean,421,8.0,948.3367174744102,2.0,1651 Boro Pl,38.932636,-77.231825,7.0,35
Yard House,61,7.0,968.9223883261891,2.0,1660M Galleria At Tysons Ii,38.932636,-77.231825,7.0,35
Jiwa Singapura,152,7.0,1137.9650456317759,,2001 International Dr,38.932636,-77.231825,7.0,35
Hokkaido Ramen Santouka - Tysons Corner,369,8.0,918.1952213290979,2.0,1636 Boro Pl,38.932636,-77.231825,7.0,35
The Block,79,7.0,579.8023441035999,,8496 Tyco Rd,38.932636,-77.231825,7.0,35
Fish Taco,151,9.0,926.6188023743524,2.0,1644 Boro Pl,38.932636,-77.231825,7.0,35
Flower Child - McLean,176,9.0,961.9327853689317,2.0,1656 Boro Pl,38.932636,-77.231825,7.0,35
1600 Kitchen,12,9.0,882.8489228103601,,1600 Tysons Blvd,38.932636,-77.231825,7.0,35
Entyse Bistro,29,8.0,1171.6186567352008,3.0,1700 Tysons Blvd,38.932636,-77.231825,7.0,35
Yido Ramen and Sushi,104,8.0,893.1108041929324,2.0,8500 Lesssburg Pike,38.932636,-77.231825,7.0,35
Tasty Kabob,119,9.0,893.4941199444116,,1624 Boro Pl,38.932636,-77.231825,7.0,35
Shamshiry Express,47,7.0,515.9265771455921,1.0,8453-G Tyco Rd,38.932636,-77.231825,7.0,35
Hunan Cafe,28,8.0,501.28579203738525,,8453H Tyco Rd,38.932636,-77.231825,7.0,35
Kura Revolving Sushi Bar,199,7.0,1127.4942492805424,2.0,8461 Leesburg Pike,38.932636,-77.231825,7.0,35
"ENTYSE, Wine Bar & Lounge",81,8.0,1150.2077295276515,3.0,1700 Tysons Blvd,38.932636,-77.231825,7.0,35
Sir Sandwich,179,6.0,591.9157723466242,2.0,8490 Tyco Rd,38.932636,-77.231825,7.0,35
China Express,255,8.0,618.3301503625896,2.0,8455-M Tyco Rd,38.932636,-77.231825,7.0,35
Bluestone Lane,96,8.0,993.0906522360968,1.0,1671 Silver Hill Dr,38.932636,-77.231825,7.0,35
Cafe America,10,8.0,828.6588390404779,1.0,8300 Greensboro Dr,38.932636,-77.231825,7.0,35
La Migueleña 2 Market & Carniceria Latina,7,9.0,154.0503112218623,,1645 Washington Plz,38.970046,-77.338686,2.0,36
Cafe Montmartre,106,7.0,190.65529801240655,2.0,1625 Washington Plz,38.970046,-77.338686,2.0,36
Lake Anne Coffee House & Wine Bar,221,7.0,263.0696339936478,2.0,1612 Washington Plz N,38.970046,-77.338686,2.0,36
Kalypso's Sports Tavern,356,6.0,199.6376012706678,2.0,1617 Washington Plz N,38.970046,-77.338686,2.0,36
Big Wonton,6,5.0,274.7234195656852,,11438 Washington Plz W,38.970046,-77.338686,2.0,36
Common Ground Gastropub,0,0.0,201.3826196991875,,1633 Washington Plz N,38.970046,-77.338686,2.0,36
Matsutake Sushi & Sake Bar,72,9.0,1291.2587714628667,3.0,1492 North Point Village Cent,38.970046,-77.338686,2.0,36
Finn Thai - Reston,138,8.0,1366.107753122841,2.0,1466 North Point Village Ctr,38.970046,-77.338686,2.0,36
Agora Tysons,398,8.0,815.3356222503371,3.0,7911 Westpark Dr,38.931911,-77.219261,6.0,37
Yard House,61,7.0,948.1017587236202,2.0,1660M Galleria At Tysons Ii,38.931911,-77.219261,6.0,37
Cafe Ile,64,9.0,1347.0030416428804,,8270 Greensboro Dr,38.931911,-77.219261,6.0,37
Jiwa Singapura,152,7.0,1046.827019815503,,2001 International Dr,38.931911,-77.219261,6.0,37
Wren,141,8.0,1061.5922095065698,3.0,1825 Capital One Dr S,38.931911,-77.219261,6.0,37
Mrs. Jo's Petite Eats Patisserie & Cafe,1,10.0,265.79225284803056,,7940 Jones Branch Dr,38.931911,-77.219261,6.0,37
Han Palace,574,6.0,830.7075376917679,2.0,7900 Westpark Dr,38.931911,-77.219261,6.0,37
Härth,221,7.0,668.4291757106524,3.0,7920 Jones Branch Dr,38.931911,-77.219261,6.0,37
Entyse Bistro,29,8.0,932.351155530121,3.0,1700 Tysons Blvd,38.931911,-77.219261,6.0,37
1600 Kitchen,12,9.0,817.9410716538121,,1600 Tysons Blvd,38.931911,-77.219261,6.0,37
Kefaya's Café,11,9.0,133.11093536705928,,7927 Jones Branch Dr,38.931911,-77.219261,6.0,37
"ENTYSE, Wine Bar & Lounge",81,8.0,927.0329668955891,3.0,1700 Tysons Blvd,38.931911,-77.219261,6.0,37
Fogo de Chão Brazilian Steakhouse,941,8.0,947.0399465394262,3.0,1775 Tysons Blvd,38.931911,-77.219261,6.0,37
Andy’s Pizza - Tysons,286,9.0,1068.3253297109059,2.0,2001 International Dr,38.931911,-77.219261,6.0,37
Wildfire,935,7.0,974.4160315397049,3.0,2001 International Dr,38.931911,-77.219261,6.0,37
The Palm - Tysons,336,7.0,933.3352234148676,4.0,1750 Tysons Blvd,38.931911,-77.219261,6.0,37
A taste of the Caribbean,2,6.0,693.119757023816,,7819 Jones Branch Drive,38.931911,-77.219261,6.0,37
Warren Cafe,8,9.0,452.8134878395107,1.0,8000 Westpark Dr,38.931911,-77.219261,6.0,37
Maggiano's Little Italy,838,7.0,1066.82054093262,2.0,2001 International Dr,38.931911,-77.219261,6.0,37
Lebanese Taverna,584,7.0,1051.334367629449,2.0,1840 G International Dr,38.931911,-77.219261,6.0,37
Agora Tysons,398,8.0,766.0779298398128,3.0,7911 Westpark Dr,38.928919,-77.225394,2.0,38
Yard House,61,7.0,417.9793593140279,2.0,1660M Galleria At Tysons Ii,38.928919,-77.225394,2.0,38
Founding Farmers - Tysons,3347,7.0,721.965262724362,2.0,1800 Tysons Blvd,38.928919,-77.225394,2.0,38
Cafe Ile,64,9.0,743.4931994704325,,8270 Greensboro Dr,38.928919,-77.225394,2.0,38
Circa at The Boro,60,9.0,881.8521297530309,,1675 Silver Hill Dr,38.928919,-77.225394,2.0,38
El Bebe,60,8.0,898.7118574897452,2.0,8354 Broad St,38.928919,-77.225394,2.0,38
Jiwa Singapura,152,7.0,574.7053891885244,,2001 International Dr,38.928919,-77.225394,2.0,38
1600 Kitchen,12,9.0,280.8886666317486,,1600 Tysons Blvd,38.928919,-77.225394,2.0,38
North Italia - McLean,421,8.0,843.5465416210864,2.0,1651 Boro Pl,38.928919,-77.225394,2.0,38
Kusshi Ko,168,9.0,1272.5209091560089,,8365 Leesburg Pike,38.928919,-77.225394,2.0,38
Entyse Bistro,29,8.0,541.5055195741724,3.0,1700 Tysons Blvd,38.928919,-77.225394,2.0,38
"ENTYSE, Wine Bar & Lounge",81,8.0,523.5835519238082,3.0,1700 Tysons Blvd,38.928919,-77.225394,2.0,38
Hokkaido Ramen Santouka - Tysons Corner,369,8.0,873.9849868920364,2.0,1636 Boro Pl,38.928919,-77.225394,2.0,38
Ingle Korean Steakhouse,71,8.0,1175.8728379387987,,8369 Leesburg Pike,38.928919,-77.225394,2.0,38
Fish Taco,151,9.0,870.6308670704682,2.0,1644 Boro Pl,38.928919,-77.225394,2.0,38
Han Palace,574,6.0,872.4824295168967,2.0,7900 Westpark Dr,38.928919,-77.225394,2.0,38
Flower Child - McLean,176,9.0,870.2591944128264,2.0,1656 Boro Pl,38.928919,-77.225394,2.0,38
Wildfire,935,7.0,487.82951313278517,3.0,2001 International Dr,38.928919,-77.225394,2.0,38
Fogo de Chão Brazilian Steakhouse,941,8.0,681.4032148610914,3.0,1775 Tysons Blvd,38.928919,-77.225394,2.0,38
Andy’s Pizza - Tysons,286,9.0,621.5576376810886,2.0,2001 International Dr,38.928919,-77.225394,2.0,38
Matt and Tony's All Day Kitchen Bar,546,9.0,867.0642182076509,2.0,1501 Mt Vernon Ave,38.82175,-77.047494,7.0,39
Rustico ,826,7.0,33.439455231469246,2.0,827 Slaters Ln,38.82175,-77.047494,7.0,39
Slaters Market,80,9.0,9.416066583750258,2.0,1552 Potomac Greens Dr,38.82175,-77.047494,7.0,39
Vaso's Kitchen,280,8.0,360.0417344959972,2.0,1225 Powhatan St,38.82175,-77.047494,7.0,39
Gostov Boulangerie & Brasserie,21,8.0,1066.8355920311924,,2213 Mt Vernon Ave,38.82175,-77.047494,7.0,39
Yunnan By Potomac Noodle House,504,9.0,1126.8889894272936,2.0,814 N Fairfax St,38.82175,-77.047494,7.0,39
Hank's Oyster Bar - Old Town,1458,8.0,927.0040852146435,2.0,818 N St Asaph St,38.82175,-77.047494,7.0,39
Railbird Kitchen,11,10.0,899.1179525924051,,804 N Henry St,38.82175,-77.047494,7.0,39
Barkhaus,46,9.0,398.28867729188704,2.0,529 E Howell Ave,38.82175,-77.047494,7.0,39
Del Ray Cafe,815,8.0,910.5105520949598,2.0,205 E Howell Ave,38.82175,-77.047494,7.0,39
Oak Steakhouse,248,8.0,910.4762750462332,,901 N Saint Asaph St,38.82175,-77.047494,7.0,39
Sisters Thai - Old Town Alexandria,371,8.0,886.3500783973849,2.0,503 Montgomery St,38.82175,-77.047494,7.0,39
Rubia’s,11,8.0,1094.1935075153933,,2309 Mt Vernon Ave,38.82175,-77.047494,7.0,39
Dreampt,1,10.0,1085.4025875653622,,2218 Mt Vernon Ave,38.82175,-77.047494,7.0,39
WOOBOI HOT CHICKEN,248,9.0,921.0809513082714,2.0,531 Montgomery St,38.82175,-77.047494,7.0,39
Front Porch,72,7.0,994.8799657311516,2.0,2006 Mount Vernon,38.82175,-77.047494,7.0,39
Hinata Sushi Bar & Grill,113,9.0,889.4648329503956,,909 N Saint Asaph St,38.82175,-77.047494,7.0,39
Lena's Wood-Fired Pizza & Tap,1376,8.0,1184.1383803105166,2.0,401 E Braddock Rd,38.82175,-77.047494,7.0,39
Chop Shop Taco,219,8.0,943.4595782370292,2.0,1008 Madison St,38.82175,-77.047494,7.0,39
Kaizen Tavern,211,8.0,928.0178513740681,2.0,1909 Mount Vernon Ave,38.82175,-77.047494,7.0,39
Tupelo Honey Southern Kitchen & Bar,2392,8.0,602.1293715790837,2.0,1616 N Troy St,38.897612,-77.080851,3.0,40
Toryumon Japanese House,192,9.0,483.2857364893544,2.0,1650 Wilson Blvd,38.897612,-77.080851,3.0,40
Salt,195,9.0,864.1585599303712,3.0,1201 Wilson Blvd,38.897612,-77.080851,3.0,40
Yuraku,62,9.0,676.8923225929861,,1850 Fort Myer Dr,38.897612,-77.080851,3.0,40
Barley Mac,831,8.0,493.98232100311975,2.0,1600 Wilson Blvd,38.897612,-77.080851,3.0,40
Inca Social,220,8.0,496.87015288719834,2.0,1776 Wilson Blvd,38.897612,-77.080851,3.0,40
Mele Bistro,514,8.0,422.3822498550043,3.0,1723 Wilson Blvd,38.897612,-77.080851,3.0,40
Guerra Steakhouse,89,9.0,406.9537832055346,,1725 Wilson Blvd,38.897612,-77.080851,3.0,40
The Happy Eatery,208,9.0,853.037934780979,2.0,1800 N Lynn St,38.897612,-77.080851,3.0,40
BIBIMIX,253,8.0,537.2576213749134,2.0,1910 Wilson Blvd,38.897612,-77.080851,3.0,40
Quinn's On The Corner,290,8.0,496.87015288719834,2.0,1776 Wilson Blvd,38.897612,-77.080851,3.0,40
Mumu Cafe,21,10.0,437.0433673534583,,1924 N Uhle St,38.897612,-77.080851,3.0,40
Burger District Gourmet Burgers and Bar,278,8.0,645.1168412336488,2.0,2024 Wilson Blvd,38.897612,-77.080851,3.0,40
Pho 75,1981,8.0,417.2170410928565,2.0,1721 Wilson Blvd,38.897612,-77.080851,3.0,40
Il Radicchio,345,8.0,541.5112978017,2.0,1801 Clarendon Blvd,38.897612,-77.080851,3.0,40
Mejana,814,8.0,967.0317769265376,2.0,2300 Wilson Blvd,38.897612,-77.080851,3.0,40
